orderid,userid,restaurantid,ordertype,deliveryaddress,deliverytime,deliverypersonid,notes,totalamount,orderdate
447,391,97,Konzumacija u restoranu,14357 Esker Center,2022-09-28 05:40:26,548,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,655.00,2022-09-28 02:40:26
448,319,440,Dostava,4 Lakewood Way,2024-09-09 20:06:24,447,,202.00,2024-09-09 19:06:24
449,153,475,Konzumacija u restoranu,3913 Meadow Valley Place,2024-07-14 01:07:15,733,,407.00,2024-07-13 23:07:15
450,662,177,Dostava,528 Glacier Hill Hill,2024-12-01 04:47:34,528,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",498.00,2024-12-01 02:47:34
482,57,224,Konzumacija u restoranu,1903 Badeau Plaza,2022-12-21 09:09:22,119,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",12.00,2022-12-21 07:09:22
483,85,11,Dostava,3 Mitchell Terrace,2024-02-14 20:59:31,529,,141.00,2024-02-14 17:59:31
484,224,224,Dostava,7 Petterle Alley,2024-03-24 08:34:29,930,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",396.00,2024-03-24 07:34:29
485,722,212,Dostava,00 High Crossing Drive,2022-10-27 17:23:41,927,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",128.00,2022-10-27 16:23:41
486,888,40,Dostava,034 Spenser Center,2023-01-30 02:06:55,86,Sed ante. Vivamus tortor. Duis mattis egestas metus.,35.00,2023-01-29 23:06:55
488,783,423,Dostava,25048 Chinook Way,2024-01-16 04:38:54,598,,14.00,2024-01-16 03:38:54
489,17,479,Konzumacija u restoranu,0173 Continental Parkway,2024-11-09 18:00:01,433,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,234.00,2024-11-09 17:00:01
490,522,293,Konzumacija u restoranu,99 Raven Circle,2024-05-24 00:09:26,267,,245.00,2024-05-23 23:09:26
491,793,425,Konzumacija u restoranu,63 Declaration Court,2023-02-21 17:46:03,543,,64.00,2023-02-21 14:46:03
492,495,240,Dostava,2123 Dayton Park,2023-04-11 13:01:00,150,,224.00,2023-04-11 10:01:00
493,360,118,Konzumacija u restoranu,6369 Fallview Pass,2023-02-13 07:30:51,868,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,144.00,2023-02-13 05:30:51
494,531,172,Konzumacija u restoranu,520 Ludington Junction,2023-10-27 21:31:39,9,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",210.00,2023-10-27 19:31:39
495,947,203,Konzumacija u restoranu,4 Dahle Hill,2024-11-19 17:01:13,516,,259.00,2024-11-19 14:01:13
496,446,343,Konzumacija u restoranu,5583 Jay Avenue,2024-06-14 15:10:32,781,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",13.00,2024-06-14 12:10:32
497,133,286,Dostava,659 Ohio Drive,2024-03-18 10:08:04,16,,145.00,2024-03-18 08:08:04
498,564,479,Konzumacija u restoranu,08871 Maple Plaza,2022-09-22 21:49:46,235,,368.00,2022-09-22 18:49:46
499,920,414,Dostava,940 Eliot Junction,2023-02-06 17:23:31,238,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",114.00,2023-02-06 15:23:31
500,475,252,Dostava,1284 Hermina Park,2023-12-16 21:16:38,417,,15.00,2023-12-16 20:16:38
47,541,340,Konzumacija u restoranu,1917 Bunting Plaza,2023-08-23 12:28:13,310,,384.00,2023-08-23 11:28:13
501,745,291,Konzumacija u restoranu,98770 Namekagon Park,2024-05-17 15:57:42,986,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,168.00,2024-05-17 12:57:42
502,766,223,Konzumacija u restoranu,956 Welch Road,2024-01-11 14:25:12,503,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",84.00,2024-01-11 12:25:12
503,106,429,Dostava,77 Harper Terrace,2022-10-21 06:19:56,676,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",74.00,2022-10-21 05:19:56
504,12,32,Dostava,251 Monica Center,2024-09-11 22:28:06,800,,280.00,2024-09-11 21:28:06
505,96,114,Konzumacija u restoranu,57051 Surrey Park,2023-04-25 22:50:50,249,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",160.00,2023-04-25 21:50:50
506,827,471,Dostava,81659 Debra Street,2023-07-02 23:47:32,432,Fusce consequat. Nulla nisl. Nunc nisl.,234.00,2023-07-02 21:47:32
507,847,142,Dostava,7911 Green Court,2023-10-23 10:13:04,719,,38.00,2023-10-23 08:13:04
508,645,39,Dostava,71529 Stuart Terrace,2024-01-22 21:11:33,885,,171.00,2024-01-22 20:11:33
509,194,308,Dostava,372 Morning Court,2023-10-12 19:43:48,170,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",38.00,2023-10-12 16:43:48
510,306,18,Konzumacija u restoranu,32 Russell Park,2024-04-18 10:07:19,499,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",126.00,2024-04-18 08:07:19
511,650,257,Konzumacija u restoranu,2245 Green Ridge Lane,2022-12-28 17:48:54,585,,112.00,2022-12-28 16:48:54
512,202,215,Dostava,99 Pleasure Place,2024-07-16 10:15:35,25,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,92.00,2024-07-16 08:15:35
521,597,412,Konzumacija u restoranu,2528 Veith Plaza,2023-11-11 02:07:34,144,,245.00,2023-11-11 01:07:34
522,341,160,Konzumacija u restoranu,92148 Golf View Center,2023-05-18 11:15:44,733,,46.00,2023-05-18 09:15:44
523,377,295,Dostava,81337 Melody Center,2024-11-30 06:10:13,133,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",49.00,2024-11-30 05:10:13
524,720,477,Konzumacija u restoranu,13 Vera Pass,2023-11-28 01:55:07,188,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",78.00,2023-11-27 22:55:07
525,294,73,Konzumacija u restoranu,7202 Blaine Street,2023-06-25 05:14:31,816,,168.00,2023-06-25 03:14:31
526,206,6,Dostava,3013 Mcguire Street,2024-01-03 23:16:47,20,,18.00,2024-01-03 21:16:47
527,976,358,Konzumacija u restoranu,7 Oak Lane,2024-04-26 18:47:19,252,,120.00,2024-04-26 17:47:19
528,785,437,Konzumacija u restoranu,70368 Anzinger Street,2022-09-19 17:01:06,314,,224.00,2022-09-19 14:01:06
529,605,398,Konzumacija u restoranu,0 Moulton Trail,2024-08-12 09:15:40,914,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",306.00,2024-08-12 08:15:40
530,786,382,Dostava,2704 Garrison Trail,2023-09-02 02:02:04,962,,11.00,2023-09-02 01:02:04
531,300,420,Dostava,848 Milwaukee Crossing,2023-09-30 21:07:47,683,,140.00,2023-09-30 18:07:47
532,621,411,Dostava,754 Victoria Lane,2023-03-07 00:24:23,611,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,153.00,2023-03-06 21:24:23
533,277,322,Konzumacija u restoranu,942 Lunder Drive,2024-08-14 18:42:15,372,,72.00,2024-08-14 16:42:15
534,651,258,Konzumacija u restoranu,2327 Sunfield Junction,2024-06-25 04:59:43,63,,24.00,2024-06-25 03:59:43
535,982,379,Dostava,3714 Lakewood Gardens Center,2023-04-27 23:04:26,464,,64.00,2023-04-27 21:04:26
536,394,313,Dostava,36 Hoffman Crossing,2023-03-10 07:07:06,45,,228.00,2023-03-10 04:07:06
537,95,401,Dostava,2353 Buena Vista Drive,2023-09-24 12:12:21,943,,48.00,2023-09-24 11:12:21
538,240,78,Konzumacija u restoranu,2603 Village Green Terrace,2024-04-21 13:37:57,317,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",48.00,2024-04-21 12:37:57
539,847,481,Dostava,511 Roth Center,2022-12-15 11:02:23,809,,90.00,2022-12-15 10:02:23
540,264,242,Konzumacija u restoranu,1571 Lighthouse Bay Road,2024-09-30 00:09:42,921,,60.00,2024-09-29 22:09:42
541,925,456,Konzumacija u restoranu,9551 Schurz Terrace,2023-05-26 04:47:54,928,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,266.00,2023-05-26 01:47:54
542,866,364,Dostava,40 Kinsman Point,2022-11-13 02:13:27,328,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",144.00,2022-11-12 23:13:27
543,807,315,Dostava,1961 Erie Court,2024-10-17 00:54:01,548,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,252.00,2024-10-16 21:54:01
544,392,468,Konzumacija u restoranu,1899 Reindahl Point,2024-03-30 20:36:28,222,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",99.00,2024-03-30 19:36:28
545,622,273,Dostava,244 Karstens Pass,2024-10-02 04:02:05,209,,48.00,2024-10-02 02:02:05
546,919,390,Konzumacija u restoranu,32544 Anderson Street,2022-12-11 11:06:16,890,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",120.00,2022-12-11 08:06:16
547,320,145,Konzumacija u restoranu,6239 Montana Trail,2023-06-25 08:28:03,574,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",300.00,2023-06-25 05:28:03
548,447,269,Dostava,87412 Trailsway Crossing,2024-05-15 08:11:12,57,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",60.00,2024-05-15 05:11:12
549,383,466,Dostava,7 Summerview Street,2023-11-05 21:37:01,134,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",196.00,2023-11-05 19:37:01
550,814,109,Dostava,1 Hoffman Trail,2023-11-29 18:46:52,985,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,42.00,2023-11-29 17:46:52
1,166,397,Dostava,785 Green Ridge Hill,2023-05-11 20:02:55,972,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",240.00,2023-05-11 19:02:55
2,511,438,Konzumacija u restoranu,70 Manley Street,2023-07-23 00:50:01,215,,156.00,2023-07-22 23:50:01
3,69,212,Konzumacija u restoranu,50 Farragut Plaza,2023-10-09 20:30:59,250,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",105.00,2023-10-09 18:30:59
4,123,137,Konzumacija u restoranu,3148 Arizona Parkway,2024-02-25 17:11:18,953,,34.00,2024-02-25 15:11:18
5,115,195,Dostava,50683 Bayside Crossing,2024-10-29 11:00:06,499,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",322.00,2024-10-29 10:00:06
6,458,187,Dostava,53 Northland Hill,2022-12-30 08:27:03,264,,114.00,2022-12-30 05:27:03
7,728,352,Dostava,5 5th Drive,2024-05-12 04:28:37,816,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",80.00,2024-05-12 03:28:37
8,706,439,Konzumacija u restoranu,392 Kennedy Avenue,2023-07-07 12:13:29,614,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",102.00,2023-07-07 10:13:29
9,347,410,Konzumacija u restoranu,6733 Porter Parkway,2023-07-16 15:43:00,57,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,168.00,2023-07-16 12:43:00
10,684,193,Konzumacija u restoranu,5249 Hagan Road,2023-03-14 04:41:16,941,,165.00,2023-03-14 02:41:16
11,301,96,Dostava,5455 Straubel Pass,2023-01-08 22:06:37,450,,8.00,2023-01-08 20:06:37
12,942,50,Dostava,20 Westport Lane,2022-09-13 17:48:54,648,,40.00,2022-09-13 15:48:54
13,822,83,Dostava,0979 Spenser Terrace,2023-01-09 18:46:54,928,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",147.00,2023-01-09 15:46:54
14,596,407,Dostava,7941 Lakewood Street,2023-08-24 04:50:42,218,,147.00,2023-08-24 02:50:42
15,955,26,Dostava,8 Buell Parkway,2022-09-17 09:15:17,285,,54.00,2022-09-17 08:15:17
16,858,464,Konzumacija u restoranu,75246 Esker Plaza,2023-05-06 23:59:44,104,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",189.00,2023-05-06 22:59:44
17,7,456,Dostava,0 Lillian Avenue,2023-05-12 10:38:25,868,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",225.00,2023-05-12 08:38:25
18,766,313,Konzumacija u restoranu,35 Fairview Street,2023-10-22 12:16:15,651,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",65.00,2023-10-22 10:16:15
19,446,197,Dostava,5 Dorton Circle,2024-04-24 20:27:49,378,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,15.00,2024-04-24 19:27:49
20,673,97,Dostava,04504 Warner Avenue,2023-03-27 16:09:44,838,Fusce consequat. Nulla nisl. Nunc nisl.,153.00,2023-03-27 14:09:44
21,335,8,Dostava,1243 Sheridan Plaza,2023-10-21 12:15:09,521,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,123.00,2023-10-21 11:15:09
22,354,106,Dostava,1 Shelley Lane,2024-10-13 23:14:45,845,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",38.00,2024-10-13 20:14:45
23,972,176,Konzumacija u restoranu,68344 Westridge Drive,2024-05-12 20:53:47,513,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",28.00,2024-05-12 17:53:47
24,85,165,Dostava,407 Fairfield Center,2023-09-30 22:46:33,936,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",279.00,2023-09-30 19:46:33
25,960,11,Konzumacija u restoranu,9 Twin Pines Circle,2023-04-10 06:46:50,927,,105.00,2023-04-10 03:46:50
26,957,76,Dostava,809 Talmadge Trail,2022-10-30 06:38:36,538,,14.00,2022-10-30 04:38:36
27,833,160,Dostava,6500 Elmside Way,2023-06-25 23:41:57,890,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",43.00,2023-06-25 22:41:57
28,517,67,Konzumacija u restoranu,94 Glacier Hill Drive,2023-08-01 03:01:10,279,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",120.00,2023-08-01 00:01:10
29,238,359,Dostava,392 Erie Pass,2023-08-02 11:38:42,412,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,21.00,2023-08-02 10:38:42
30,140,257,Konzumacija u restoranu,58863 Saint Paul Alley,2024-06-04 10:20:38,303,,222.00,2024-06-04 09:20:38
31,221,233,Dostava,96728 Petterle Hill,2023-08-12 08:11:35,124,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",320.00,2023-08-12 05:11:35
32,560,312,Konzumacija u restoranu,889 Crest Line Pass,2024-03-07 12:03:06,352,,136.00,2024-03-07 10:03:06
33,900,291,Konzumacija u restoranu,70 Bayside Hill,2024-10-23 12:28:37,378,,259.00,2024-10-23 10:28:37
34,602,239,Dostava,32 Lake View Center,2023-07-09 02:23:25,844,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",39.00,2023-07-09 00:23:25
35,762,333,Konzumacija u restoranu,6261 Kennedy Pass,2023-01-07 16:20:41,159,,60.00,2023-01-07 13:20:41
36,850,445,Konzumacija u restoranu,3995 Cordelia Way,2023-05-23 01:01:23,10,,20.00,2023-05-22 22:01:23
37,455,490,Konzumacija u restoranu,93 Summit Road,2022-12-21 15:57:42,722,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,160.00,2022-12-21 14:57:42
38,575,191,Konzumacija u restoranu,6 Macpherson Plaza,2022-09-17 07:46:06,779,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,138.00,2022-09-17 04:46:06
39,454,470,Konzumacija u restoranu,001 Redwing Road,2024-03-12 12:34:20,350,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",60.00,2024-03-12 11:34:20
40,874,453,Konzumacija u restoranu,8510 Dahle Alley,2023-05-19 14:03:53,310,,224.00,2023-05-19 12:03:53
41,612,370,Dostava,87 Mandrake Pass,2024-11-25 15:03:29,697,,120.00,2024-11-25 12:03:29
42,947,399,Konzumacija u restoranu,22 Mallard Junction,2024-08-24 12:49:19,557,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,84.00,2024-08-24 09:49:19
43,736,353,Konzumacija u restoranu,583 Southridge Way,2023-03-04 02:59:15,119,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,66.00,2023-03-03 23:59:15
44,954,252,Konzumacija u restoranu,1 Gale Center,2024-05-15 23:27:53,487,,420.00,2024-05-15 21:27:53
45,993,44,Dostava,60 Morrow Circle,2024-03-19 03:07:03,250,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,92.00,2024-03-19 02:07:03
48,647,444,Konzumacija u restoranu,6278 Arkansas Circle,2024-07-17 05:49:01,637,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",76.00,2024-07-17 02:49:01
49,562,174,Konzumacija u restoranu,3903 Lunder Drive,2023-09-12 23:35:10,13,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",27.00,2023-09-12 20:35:10
50,893,98,Dostava,86 Londonderry Place,2023-08-22 15:39:52,616,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",198.00,2023-08-22 13:39:52
51,179,404,Dostava,51204 Warbler Circle,2023-04-18 14:13:02,761,Fusce consequat. Nulla nisl. Nunc nisl.,308.00,2023-04-18 12:13:02
53,326,95,Konzumacija u restoranu,98990 Superior Hill,2023-11-03 18:43:39,178,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,13.00,2023-11-03 16:43:39
54,184,229,Dostava,417 Helena Road,2024-02-22 10:57:29,125,,376.00,2024-02-22 09:57:29
55,648,171,Dostava,494 Cottonwood Street,2022-10-11 11:52:11,159,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,344.00,2022-10-11 08:52:11
56,731,368,Konzumacija u restoranu,533 Sauthoff Plaza,2023-07-06 17:18:01,766,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,315.00,2023-07-06 16:18:01
57,532,354,Dostava,9 5th Parkway,2023-10-12 13:34:17,134,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",99.00,2023-10-12 12:34:17
58,668,267,Konzumacija u restoranu,830 Beilfuss Drive,2022-10-07 11:48:53,927,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",186.00,2022-10-07 10:48:53
59,874,248,Konzumacija u restoranu,700 Sloan Point,2023-08-18 03:29:44,608,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,368.00,2023-08-18 02:29:44
60,750,359,Dostava,73153 Vera Road,2024-05-23 04:32:25,658,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,46.00,2024-05-23 01:32:25
61,443,195,Konzumacija u restoranu,0142 Dawn Lane,2024-01-12 22:08:38,739,,216.00,2024-01-12 21:08:38
62,678,452,Konzumacija u restoranu,239 Pepper Wood Pass,2023-11-05 00:57:49,371,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,245.00,2023-11-04 23:57:49
63,830,127,Dostava,16 Tony Alley,2022-12-01 16:56:19,840,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",231.00,2022-12-01 15:56:19
64,644,418,Konzumacija u restoranu,4040 Declaration Trail,2023-05-19 00:00:50,218,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,84.00,2023-05-18 21:00:50
65,112,97,Konzumacija u restoranu,835 Saint Paul Center,2023-09-28 00:05:43,647,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",175.00,2023-09-27 22:05:43
66,338,130,Konzumacija u restoranu,8 Lakeland Point,2023-04-30 10:04:03,966,,297.00,2023-04-30 08:04:03
67,571,109,Konzumacija u restoranu,85437 Burrows Trail,2023-06-22 17:26:03,791,,196.00,2023-06-22 16:26:03
68,202,37,Dostava,279 Rigney Pass,2023-11-17 02:30:19,698,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",152.00,2023-11-17 01:30:19
69,636,67,Konzumacija u restoranu,4 Homewood Alley,2022-10-31 16:52:28,779,,272.00,2022-10-31 15:52:28
70,363,322,Dostava,84254 Gina Lane,2022-11-04 00:15:22,17,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",96.00,2022-11-03 21:15:22
71,567,73,Konzumacija u restoranu,1536 Jenna Road,2022-12-28 05:57:48,737,,33.00,2022-12-28 04:57:48
72,361,213,Dostava,3797 Hauk Park,2022-10-01 14:08:19,382,Fusce consequat. Nulla nisl. Nunc nisl.,180.00,2022-10-01 11:08:19
73,205,8,Konzumacija u restoranu,8960 Boyd Lane,2024-01-21 07:02:36,825,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",170.00,2024-01-21 05:02:36
74,327,59,Dostava,830 Clyde Gallagher Plaza,2023-06-11 06:23:38,677,,160.00,2023-06-11 05:23:38
75,316,470,Konzumacija u restoranu,98251 Esker Parkway,2024-07-16 05:02:31,150,,360.00,2024-07-16 03:02:31
76,201,176,Dostava,382 Pearson Point,2024-01-07 06:10:45,56,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,162.00,2024-01-07 05:10:45
163,778,489,Dostava,62911 Barnett Alley,2023-05-18 00:53:11,676,,240.00,2023-05-17 21:53:11
77,450,9,Konzumacija u restoranu,0 Nova Terrace,2022-12-19 20:19:06,813,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",99.00,2022-12-19 18:19:06
78,889,211,Konzumacija u restoranu,3881 Stoughton Road,2023-08-01 23:59:10,503,,72.00,2023-08-01 22:59:10
79,287,473,Konzumacija u restoranu,97374 Jackson Hill,2023-12-21 14:17:49,647,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,280.00,2023-12-21 11:17:49
80,119,222,Dostava,62413 Aberg Way,2024-10-20 06:46:08,38,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",216.00,2024-10-20 05:46:08
81,530,185,Konzumacija u restoranu,76236 Kedzie Terrace,2023-11-24 15:55:27,13,,42.00,2023-11-24 13:55:27
82,878,473,Dostava,51 Waubesa Parkway,2022-12-05 22:10:23,677,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,135.00,2022-12-05 19:10:23
83,452,337,Dostava,8252 Service Street,2023-07-23 03:57:07,13,,111.00,2023-07-23 02:57:07
84,816,206,Konzumacija u restoranu,65889 Moulton Point,2024-05-01 22:53:16,410,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",42.00,2024-05-01 21:53:16
85,344,349,Dostava,7 Meadow Valley Center,2022-12-05 07:09:53,538,,32.00,2022-12-05 06:09:53
86,326,319,Dostava,1832 Farmco Crossing,2022-12-06 21:21:49,991,,270.00,2022-12-06 20:21:49
87,13,191,Konzumacija u restoranu,41 Melody Terrace,2024-09-20 13:09:18,254,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,222.00,2024-09-20 10:09:18
88,947,487,Konzumacija u restoranu,65065 Brickson Park Alley,2023-03-07 23:07:22,73,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,18.00,2023-03-07 22:07:22
